ID,"PAX Type",Airport,Year,Month,Passengers,IATA,ICAO,"Airport Type"
669,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",CALICUT,2017,OCT,206166,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
670,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",BHUBANESWAR,2017,OCT,7227,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
671,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",COIMBATORE,2017,OCT,15474,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
672,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",SRINAGAR,2017,OCT,0,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
673,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",VARANASI,2017,OCT,13783,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
674,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",MANGALORE,2017,OCT,60503,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
675,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",AMRITSAR,2017,OCT,52691,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
676,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",TRICHY,2017,OCT,110731,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
677,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",PORTBLAIR,2017,OCT,0,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
678,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",IMPHAL,2017,OCT,0,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
679,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS","DELHI (DIAL)",2017,OCT,1436803,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
680,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS","MUMBAI (MIAL)",2017,OCT,1126027,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
681,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",AURANGABAD,2017,OCT,1317,IXU,VAAU,"8 CUSTOM AIRPORTS"
682,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",GAYA,2017,OCT,14417,GAY,VEGY,"8 CUSTOM AIRPORTS"
705,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",CHENNAI,2017,OCT,1171079,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
706,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",KOLKATA,2017,OCT,1524034,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
707,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",AHMEDABAD,2017,OCT,653043,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
708,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",GOA,2017,OCT,567796,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
709,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",LUCKNOW,2017,OCT,323722,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
710,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",TRIVANDRUM,2017,OCT,156814,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
711,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",GUWAHATI,2017,OCT,392835,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
712,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JAIPUR,2017,OCT,376719,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
713,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",CALICUT,2017,OCT,41966,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
714,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BHUBANESWAR,2017,OCT,268618,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
715,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",COIMBATORE,2017,OCT,174500,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
716,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",SRINAGAR,2017,OCT,191957,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
717,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",VARANASI,2017,OCT,166791,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
718,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",MANGALORE,2017,OCT,130416,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
719,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",AMRITSAR,2017,OCT,159311,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
720,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",TRICHY,2017,OCT,12007,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
721,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",PORTBLAIR,2017,OCT,131470,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
722,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",IMPHAL,2017,OCT,83536,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
723,"ANNEXURE-IIIB
DOMESTIC PASSENGERS","DELHI (DIAL)",2017,OCT,4155542,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
724,"ANNEXURE-IIIB
DOMESTIC PASSENGERS","MUMBAI (MIAL)",2017,OCT,2901098,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
725,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",AURANGABAD,2017,OCT,26436,IXU,VAAU,"8 CUSTOM AIRPORTS"
726,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",GAYA,2017,OCT,5133,GAY,VEGY,"8 CUSTOM AIRPORTS"
2797,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",BANGALORE,2017,OCT,304524,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
2798,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",HYDERABAD,2017,OCT,278871,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
2799,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",COCHIN,2017,OCT,407047,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
2800,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",NAGPUR,2017,OCT,7612,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
2801,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",PUNE,2017,OCT,24142,,,AUTO-ADDED
2802,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",VISAKHAPATNAM,2017,OCT,11650,,,AUTO-ADDED
2803,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",PATNA,2017,OCT,0,,,AUTO-ADDED
2804,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS","CHANDIGARH  (JV AIRPOR",2017,OCT,11808,,,AUTO-ADDED
2805,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",BAGDOGRA,2017,OCT,2104,,,AUTO-ADDED
2806,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS",MADURAI,2017,OCT,26319,,,AUTO-ADDED
2807,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS","(D) 50 DOMESTIC AIRPORTS",2017,OCT,1212,,,AUTO-ADDED
2808,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS","(E) STATE GOVT. / PVT AIRPORTS",2017,OCT,0,,,AUTO-ADDED
2809,"ANNEXURE-IIIA
INTERNATIONAL PASSENGERS","(F) OTHER AIRPORTS",2017,OCT,0,,,AUTO-ADDED
2823,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BANGALORE,2017,OCT,1961737,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
2824,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",HYDERABAD,2017,OCT,1220747,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
2825,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",COCHIN,2017,OCT,403417,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
2826,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",NAGPUR,2017,OCT,163162,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
2827,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",PUNE,2017,OCT,668284,,,AUTO-ADDED
2828,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",VISAKHAPATNAM,2017,OCT,190724,,,AUTO-ADDED
2829,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",PATNA,2017,OCT,298521,,,AUTO-ADDED
2830,"ANNEXURE-IIIB
DOMESTIC PASSENGERS","CHANDIGARH  (JV AIRPOR",2017,OCT,151800,,,AUTO-ADDED
2831,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BAGDOGRA,2017,OCT,183756,,,AUTO-ADDED
2832,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",MADURAI,2017,OCT,87816,,,AUTO-ADDED
2833,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",INDORE,2017,OCT,182196,,,AUTO-ADDED
2834,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",RAIPUR,2017,OCT,134243,,,AUTO-ADDED
2835,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",AGARTALA,2017,OCT,116220,,,AUTO-ADDED
2836,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JAMMU,2017,OCT,121963,,,AUTO-ADDED
2837,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",VADODARA,2017,OCT,85982,,,AUTO-ADDED
2838,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",UDAIPUR,2017,OCT,88893,,,AUTO-ADDED
2839,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",RANCHI,2017,OCT,155345,,,AUTO-ADDED
2840,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",DEHRADUN,2017,OCT,95255,,,AUTO-ADDED
2841,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BHOPAL,2017,OCT,61840,,,AUTO-ADDED
2842,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",VIJAYAWADA,2017,OCT,62047,,,AUTO-ADDED
2843,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",LEH,2017,OCT,48352,,,AUTO-ADDED
2844,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",TIRUPATI,2017,OCT,44227,,,AUTO-ADDED
2845,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",RAJKOT,2017,OCT,28931,,,AUTO-ADDED
2846,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JODHPUR,2017,OCT,37592,,,AUTO-ADDED
2847,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",DIBRUGARH,2017,OCT,28541,,,AUTO-ADDED
2848,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",RAJAHMUNDRY,2017,OCT,17132,,,AUTO-ADDED
2849,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",SILCHAR,2017,OCT,30480,,,AUTO-ADDED
2850,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",SURAT,2017,OCT,61968,,,AUTO-ADDED
2851,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BHUJ,2017,OCT,15141,,,AUTO-ADDED
2852,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JUHU,2017,OCT,13888,,,AUTO-ADDED
2853,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JABALPUR,2017,OCT,17840,,,AUTO-ADDED
2854,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",DIMAPUR,2017,OCT,15491,,,AUTO-ADDED
2855,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",GUGGAL,2017,OCT,12508,,,AUTO-ADDED
2856,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",TUTICORIN,2017,OCT,8037,,,AUTO-ADDED
2857,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BELGAUM,2017,OCT,14374,,,AUTO-ADDED
2858,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JAMNAGAR,2017,OCT,5857,,,AUTO-ADDED
2859,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",KHAJURAHO,2017,OCT,6383,,,AUTO-ADDED
2860,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JORHAT,2017,OCT,5607,,,AUTO-ADDED
2861,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",GORKHPUR,2017,OCT,8499,,,AUTO-ADDED
2862,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",ALLAHABAD,2017,OCT,4045,,,AUTO-ADDED
2863,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",AGATTI,2017,OCT,3288,,,AUTO-ADDED
2864,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",HUBLI,2017,OCT,3619,,,AUTO-ADDED
2865,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BHUNTAR,2017,OCT,2884,,,AUTO-ADDED
2866,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BHAVNAGAR,2017,OCT,3089,,,AUTO-ADDED
2867,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",DIU,2017,OCT,1948,,,AUTO-ADDED
2868,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",GWALIOR,2017,OCT,2625,,,AUTO-ADDED
2869,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BARAPANI,2017,OCT,937,,,AUTO-ADDED
2870,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",PANTNAGAR,2017,OCT,1273,,,AUTO-ADDED
2871,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",LAKHIMPUR,2017,OCT,1244,,,AUTO-ADDED
2872,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",AGRA,2017,OCT,1339,,,AUTO-ADDED
2873,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",TEZPUR,2017,OCT,833,,,AUTO-ADDED
2874,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BHATINDA,2017,OCT,1473,,,AUTO-ADDED
2875,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",PORBANDAR,2017,OCT,4678,,,AUTO-ADDED
2876,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",KANPUR,2017,OCT,0,,,AUTO-ADDED
2877,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",CUDDAPAH,2017,OCT,2388,,,AUTO-ADDED
2878,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",BIKANER,2017,OCT,3609,,,AUTO-ADDED
2879,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",JAISALMER,2017,OCT,664,,,AUTO-ADDED
2880,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",LUDHIANA,2017,OCT,1886,,,AUTO-ADDED
2881,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",KOLHAPUR,2017,OCT,0,,,AUTO-ADDED
2882,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",SHIMLA,2017,OCT,365,,,AUTO-ADDED
2883,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",LENGPUI,2017,OCT,22996,,,AUTO-ADDED
2884,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",DURGAPUR,2017,OCT,10,,,AUTO-ADDED
2885,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",NANDED,2017,OCT,2095,,,AUTO-ADDED
2886,"ANNEXURE-IIIB
DOMESTIC PASSENGERS",MUNDRA,2017,OCT,0,,,AUTO-ADDED
2887,"ANNEXURE-IIIB
DOMESTIC PASSENGERS","(F) OTHER AIRPORTS",2017,OCT,16127,,,AUTO-ADDED
2635,"INTERNATIONAL PASSENGERS","(D) 48 DOMESTIC AIRPORTS",2017,Nov,277,,,AUTO-ADDED
2636,"INTERNATIONAL PASSENGERS","(E) STATE GOVT. / PVT AIRPORTS",2017,Nov,0,,,AUTO-ADDED
2637,"INTERNATIONAL PASSENGERS","(F) OTHER AIRPORTS",2017,Nov,0,,,AUTO-ADDED
2133,"INTERNATIONAL PASSENGERS",BANGALORE,2017,NOV,308457,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
2134,"INTERNATIONAL PASSENGERS",HYDERABAD,2017,NOV,291103,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
2135,"INTERNATIONAL PASSENGERS",COCHIN,2017,NOV,408690,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
2136,"INTERNATIONAL PASSENGERS",NAGPUR,2017,NOV,7686,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
2137,"INTERNATIONAL PASSENGERS",PUNE,2017,NOV,21939,,,AUTO-ADDED
2138,"INTERNATIONAL PASSENGERS",VISAKHAPATNAM,2017,NOV,11960,,,AUTO-ADDED
2139,"INTERNATIONAL PASSENGERS",PATNA,2017,NOV,0,,,AUTO-ADDED
2140,"INTERNATIONAL PASSENGERS","CHANDIGARH  (JV AIRPOR",2017,NOV,11793,,,AUTO-ADDED
2141,"INTERNATIONAL PASSENGERS",BAGDOGRA,2017,NOV,1708,,,AUTO-ADDED
2142,"INTERNATIONAL PASSENGERS",MADURAI,2017,NOV,25071,,,AUTO-ADDED
2153,"DOMESTIC PASSENGERS",BANGALORE,2017,NOV,1951875,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
2154,"DOMESTIC PASSENGERS",HYDERABAD,2017,NOV,1239827,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
2155,"DOMESTIC PASSENGERS",COCHIN,2017,NOV,409693,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
2156,"DOMESTIC PASSENGERS",NAGPUR,2017,NOV,175903,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
2157,"DOMESTIC PASSENGERS",PUNE,2017,NOV,680771,,,AUTO-ADDED
2158,"DOMESTIC PASSENGERS",VISAKHAPATNAM,2017,NOV,188119,,,AUTO-ADDED
2159,"DOMESTIC PASSENGERS",PATNA,2017,NOV,290818,,,AUTO-ADDED
2160,"DOMESTIC PASSENGERS","CHANDIGARH  (JV AIRPOR",2017,NOV,153091,,,AUTO-ADDED
2161,"DOMESTIC PASSENGERS",BAGDOGRA,2017,NOV,175916,,,AUTO-ADDED
2162,"DOMESTIC PASSENGERS",MADURAI,2017,NOV,92505,,,AUTO-ADDED
2163,"DOMESTIC PASSENGERS",INDORE,2017,NOV,192608,,,AUTO-ADDED
2164,"DOMESTIC PASSENGERS",RAIPUR,2017,NOV,153165,,,AUTO-ADDED
2165,"DOMESTIC PASSENGERS",AGARTALA,2017,NOV,112308,,,AUTO-ADDED
2166,"DOMESTIC PASSENGERS",JAMMU,2017,NOV,129447,,,AUTO-ADDED
2167,"DOMESTIC PASSENGERS",VADODARA,2017,NOV,86843,,,AUTO-ADDED
2168,"DOMESTIC PASSENGERS",UDAIPUR,2017,NOV,107559,,,AUTO-ADDED
2169,"DOMESTIC PASSENGERS",RANCHI,2017,NOV,169683,,,AUTO-ADDED
2170,"DOMESTIC PASSENGERS",DEHRADUN,2017,NOV,86472,,,AUTO-ADDED
2171,"DOMESTIC PASSENGERS",BHOPAL,2017,NOV,61538,,,AUTO-ADDED
2172,"DOMESTIC PASSENGERS",VIJAYAWADA,2017,NOV,58220,,,AUTO-ADDED
2173,"DOMESTIC PASSENGERS",LEH,2017,NOV,37231,,,AUTO-ADDED
2174,"DOMESTIC PASSENGERS",TIRUPATI,2017,NOV,42053,,,AUTO-ADDED
2175,"DOMESTIC PASSENGERS",RAJKOT,2017,NOV,30090,,,AUTO-ADDED
2176,"DOMESTIC PASSENGERS",JODHPUR,2017,NOV,39669,,,AUTO-ADDED
2177,"DOMESTIC PASSENGERS",DIBRUGARH,2017,NOV,28483,,,AUTO-ADDED
2178,"DOMESTIC PASSENGERS",RAJAHMUNDRY,2017,NOV,16598,,,AUTO-ADDED
2179,"DOMESTIC PASSENGERS",SILCHAR,2017,NOV,29855,,,AUTO-ADDED
366,"INTERNATIONAL PASSENGERS",MANGALORE,2017,NOV,57382,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
367,"INTERNATIONAL PASSENGERS",AMRITSAR,2017,NOV,53465,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
368,"INTERNATIONAL PASSENGERS",TRICHY,2017,NOV,109051,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
369,"INTERNATIONAL PASSENGERS",PORTBLAIR,2017,NOV,0,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
370,"INTERNATIONAL PASSENGERS",IMPHAL,2017,NOV,0,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
371,"INTERNATIONAL PASSENGERS","DELHI (DIAL)",2017,NOV,1504277,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
372,"INTERNATIONAL PASSENGERS","MUMBAI (MIAL)",2017,NOV,1154581,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
373,"INTERNATIONAL PASSENGERS",AURANGABAD,2017,NOV,0,IXU,VAAU,"8 CUSTOM AIRPORTS"
374,"INTERNATIONAL PASSENGERS",GAYA,2017,NOV,17077,GAY,VEGY,"8 CUSTOM AIRPORTS"
397,"DOMESTIC PASSENGERS",CHENNAI,2017,NOV,1211049,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
398,"DOMESTIC PASSENGERS",KOLKATA,2017,NOV,1466433,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
399,"DOMESTIC PASSENGERS",AHMEDABAD,2017,NOV,648463,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
400,"DOMESTIC PASSENGERS",GOA,2017,NOV,568706,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
401,"DOMESTIC PASSENGERS",LUCKNOW,2017,NOV,340220,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
402,"DOMESTIC PASSENGERS",TRIVANDRUM,2017,NOV,165153,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
403,"DOMESTIC PASSENGERS",GUWAHATI,2017,NOV,378546,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
404,"DOMESTIC PASSENGERS",JAIPUR,2017,NOV,375930,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
405,"DOMESTIC PASSENGERS",CALICUT,2017,NOV,39360,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
406,"DOMESTIC PASSENGERS",BHUBANESWAR,2017,NOV,281154,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
407,"DOMESTIC PASSENGERS",COIMBATORE,2017,NOV,183948,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
408,"DOMESTIC PASSENGERS",SRINAGAR,2017,NOV,168047,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
409,"DOMESTIC PASSENGERS",VARANASI,2017,NOV,174855,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
410,"DOMESTIC PASSENGERS",MANGALORE,2017,NOV,132953,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
411,"DOMESTIC PASSENGERS",AMRITSAR,2017,NOV,160150,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
412,"DOMESTIC PASSENGERS",TRICHY,2017,NOV,11128,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
413,"DOMESTIC PASSENGERS",PORTBLAIR,2017,NOV,124560,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
414,"DOMESTIC PASSENGERS",IMPHAL,2017,NOV,85909,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
415,"DOMESTIC PASSENGERS","DELHI (DIAL)",2017,NOV,4042207,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
416,"DOMESTIC PASSENGERS","MUMBAI (MIAL)",2017,NOV,3000848,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
417,"DOMESTIC PASSENGERS",AURANGABAD,2017,NOV,30137,IXU,VAAU,"8 CUSTOM AIRPORTS"
418,"DOMESTIC PASSENGERS",GAYA,2017,NOV,4309,GAY,VEGY,"8 CUSTOM AIRPORTS"
353,"INTERNATIONAL PASSENGERS",CHENNAI,2017,NOV,419797,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
354,"INTERNATIONAL PASSENGERS",KOLKATA,2017,NOV,210605,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
355,"INTERNATIONAL PASSENGERS",AHMEDABAD,2017,NOV,150550,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
356,"INTERNATIONAL PASSENGERS",GOA,2017,NOV,108227,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
357,"INTERNATIONAL PASSENGERS",LUCKNOW,2017,NOV,61008,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
358,"INTERNATIONAL PASSENGERS",TRIVANDRUM,2017,NOV,188130,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
359,"INTERNATIONAL PASSENGERS",GUWAHATI,2017,NOV,1756,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
360,"INTERNATIONAL PASSENGERS",JAIPUR,2017,NOV,43683,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
361,"INTERNATIONAL PASSENGERS",CALICUT,2017,NOV,208304,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
362,"INTERNATIONAL PASSENGERS",BHUBANESWAR,2017,NOV,8822,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
363,"INTERNATIONAL PASSENGERS",COIMBATORE,2017,NOV,17635,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
364,"INTERNATIONAL PASSENGERS",SRINAGAR,2017,NOV,0,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
365,"INTERNATIONAL PASSENGERS",VARANASI,2017,NOV,14615,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
2180,"DOMESTIC PASSENGERS",SURAT,2017,NOV,61866,,,AUTO-ADDED
2181,"DOMESTIC PASSENGERS",BHUJ,2017,NOV,16570,,,AUTO-ADDED
2182,"DOMESTIC PASSENGERS",JUHU,2017,NOV,13960,,,AUTO-ADDED
2183,"DOMESTIC PASSENGERS",JABALPUR,2017,NOV,18453,,,AUTO-ADDED
2184,"DOMESTIC PASSENGERS",DIMAPUR,2017,NOV,15433,,,AUTO-ADDED
2185,"DOMESTIC PASSENGERS",GUGGAL,2017,NOV,8796,,,AUTO-ADDED
2186,"DOMESTIC PASSENGERS",TUTICORIN,2017,NOV,7441,,,AUTO-ADDED
2187,"DOMESTIC PASSENGERS",BELGAUM,2017,NOV,14418,,,AUTO-ADDED
2188,"DOMESTIC PASSENGERS",JAMNAGAR,2017,NOV,6391,,,AUTO-ADDED
2189,"DOMESTIC PASSENGERS",KHAJURAHO,2017,NOV,7913,,,AUTO-ADDED
2190,"DOMESTIC PASSENGERS",JORHAT,2017,NOV,6762,,,AUTO-ADDED
2191,"DOMESTIC PASSENGERS",GORAKHPUR,2017,NOV,5352,,,AUTO-ADDED
2192,"DOMESTIC PASSENGERS",ALLAHABAD,2017,NOV,3585,,,AUTO-ADDED
2193,"DOMESTIC PASSENGERS",AGATTI,2017,NOV,3154,,,AUTO-ADDED
2194,"DOMESTIC PASSENGERS",HUBLI,2017,NOV,3573,,,AUTO-ADDED
2195,"DOMESTIC PASSENGERS",BHUNTAR,2017,NOV,2681,,,AUTO-ADDED
2196,"DOMESTIC PASSENGERS",BHAVNAGAR,2017,NOV,2872,,,AUTO-ADDED
2197,"DOMESTIC PASSENGERS",DIU,2017,NOV,1899,,,AUTO-ADDED
2198,"DOMESTIC PASSENGERS",GWALIOR,2017,NOV,2502,,,AUTO-ADDED
2199,"DOMESTIC PASSENGERS",BARAPANI,2017,NOV,1014,,,AUTO-ADDED
