ID,"PAX Type",Airport,Year,Month,Passengers,IATA,ICAO,"Airport Type"
1257,"INTERNATIONAL PASSENGERS",SRINAGAR,2017,March,0,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
1258,"INTERNATIONAL PASSENGERS",CALICUT,2017,March,207943,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
1259,"INTERNATIONAL PASSENGERS",BHUBANESWAR,2017,March,2066,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
1260,"INTERNATIONAL PASSENGERS",COIMBATORE,2017,March,10278,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
1261,"INTERNATIONAL PASSENGERS",MANGALORE,2017,March,59814,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
1262,"INTERNATIONAL PASSENGERS",VARANASI,2017,March,8872,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
1263,"INTERNATIONAL PASSENGERS",TRICHY,2017,March,100116,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
1264,"INTERNATIONAL PASSENGERS",AMRITSAR,2017,March,43697,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
1265,"INTERNATIONAL PASSENGERS",PORTBLAIR,2017,March,88,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
1266,"INTERNATIONAL PASSENGERS",IMPHAL,2017,March,0,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
1267,"INTERNATIONAL PASSENGERS","DELHI (DIAL)",2017,March,1448930,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
1268,"INTERNATIONAL PASSENGERS","MUMBAI (MIAL)",2017,March,1037792,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
1269,"INTERNATIONAL PASSENGERS",BANGALORE,2017,March,284247,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
1270,"INTERNATIONAL PASSENGERS",HYDERABAD,2017,March,264465,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
1271,"INTERNATIONAL PASSENGERS",COCHIN,2017,March,402558,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
1272,"INTERNATIONAL PASSENGERS",NAGPUR,2017,March,7487,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
1273,"INTERNATIONAL PASSENGERS",CHANDIGARH,2017,March,14051,IXC,VICG,"8 CUSTOM AIRPORTS"
1274,"INTERNATIONAL PASSENGERS",PUNE,2017,March,23173,,,AUTO-ADDED
1275,"INTERNATIONAL PASSENGERS",VISAKHAPATNAM,2017,March,8254,,,AUTO-ADDED
1276,"INTERNATIONAL PASSENGERS",PATNA,2017,March,0,,,AUTO-ADDED
1277,"INTERNATIONAL PASSENGERS",BAGDOGRA,2017,March,2137,,,AUTO-ADDED
1278,"INTERNATIONAL PASSENGERS",MADURAI,2017,March,22322,,,AUTO-ADDED
1279,"INTERNATIONAL PASSENGERS",AURANGABAD,2017,March,0,IXU,VAAU,"8 CUSTOM AIRPORTS"
1280,"INTERNATIONAL PASSENGERS",GAYA,2017,March,17645,GAY,VEGY,"8 CUSTOM AIRPORTS"
1281,"DOMESTIC PASSENGERS",CHENNAI,2017,March,1161219,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
1282,"DOMESTIC PASSENGERS",KOLKATA,2017,March,1255713,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
1283,"DOMESTIC PASSENGERS",AHMEDABAD,2017,March,505382,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
1284,"DOMESTIC PASSENGERS",GOA,2017,March,570953,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
1285,"DOMESTIC PASSENGERS",TRIVANDRUM,2017,March,115530,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
1286,"DOMESTIC PASSENGERS",LUCKNOW,2017,March,295450,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
1287,"DOMESTIC PASSENGERS",JAIPUR,2017,March,288593,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
1288,"DOMESTIC PASSENGERS",GUWAHATI,2017,March,352934,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
1289,"DOMESTIC PASSENGERS",SRINAGAR,2017,March,188098,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
1290,"DOMESTIC PASSENGERS",CALICUT,2017,March,39302,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
1291,"DOMESTIC PASSENGERS",BHUBANESWAR,2017,March,218099,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
1292,"DOMESTIC PASSENGERS",COIMBATORE,2017,March,163070,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
1293,"DOMESTIC PASSENGERS",MANGALORE,2017,March,76652,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
1294,"DOMESTIC PASSENGERS",VARANASI,2017,March,153150,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
1295,"DOMESTIC PASSENGERS",TRICHY,2017,March,11882,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
1296,"DOMESTIC PASSENGERS",AMRITSAR,2017,March,98803,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
1297,"DOMESTIC PASSENGERS",PORTBLAIR,2017,March,121858,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
1298,"DOMESTIC PASSENGERS",IMPHAL,2017,March,78993,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
1299,"DOMESTIC PASSENGERS","DELHI (DIAL)",2017,March,3737036,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
1300,"DOMESTIC PASSENGERS","MUMBAI (MIAL)",2017,March,2636364,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
1301,"DOMESTIC PASSENGERS",BANGALORE,2017,March,1439540,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
1302,"DOMESTIC PASSENGERS",HYDERABAD,2017,March,1042748,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
1303,"DOMESTIC PASSENGERS",COCHIN,2017,March,307159,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
1304,"DOMESTIC PASSENGERS",NAGPUR,2017,March,146485,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
1305,"DOMESTIC PASSENGERS",CHANDIGARH,2017,March,189578,IXC,VICG,"8 CUSTOM AIRPORTS"
1306,"DOMESTIC PASSENGERS",PUNE,2017,March,577508,,,AUTO-ADDED
1307,"DOMESTIC PASSENGERS",VISAKHAPATNAM,2017,March,182421,,,AUTO-ADDED
1308,"DOMESTIC PASSENGERS",PATNA,2017,March,213542,,,AUTO-ADDED
1309,"DOMESTIC PASSENGERS",BAGDOGRA,2017,March,177891,,,AUTO-ADDED
1310,"DOMESTIC PASSENGERS",MADURAI,2017,March,72384,,,AUTO-ADDED
1311,"DOMESTIC PASSENGERS",AURANGABAD,2017,March,27827,IXU,VAAU,"8 CUSTOM AIRPORTS"
1312,"DOMESTIC PASSENGERS",GAYA,2017,March,4254,GAY,VEGY,"8 CUSTOM AIRPORTS"
1313,"DOMESTIC PASSENGERS",INDORE,2017,March,163996,,,AUTO-ADDED
1314,"DOMESTIC PASSENGERS",RAIPUR,2017,March,122204,,,AUTO-ADDED
1315,"DOMESTIC PASSENGERS",JAMMU,2017,March,118707,,,AUTO-ADDED
1316,"DOMESTIC PASSENGERS",VADODARA,2017,March,83236,,,AUTO-ADDED
1317,"DOMESTIC PASSENGERS",AGARTALA,2017,March,99970,,,AUTO-ADDED
1318,"DOMESTIC PASSENGERS",RANCHI,2017,March,105095,,,AUTO-ADDED
1319,"DOMESTIC PASSENGERS",UDAIPUR,2017,March,89887,,,AUTO-ADDED
1320,"DOMESTIC PASSENGERS",BHOPAL,2017,March,51487,,,AUTO-ADDED
1321,"DOMESTIC PASSENGERS",DEHRADUN,2017,March,93909,,,AUTO-ADDED
1322,"DOMESTIC PASSENGERS",RAJKOT,2017,March,33135,,,AUTO-ADDED
1323,"DOMESTIC PASSENGERS",LEH,2017,March,42767,,,AUTO-ADDED
1324,"DOMESTIC PASSENGERS",VIJAYAWADA,2017,March,51148,,,AUTO-ADDED
1325,"DOMESTIC PASSENGERS",TIRUPATI,2017,March,39754,,,AUTO-ADDED
1326,"DOMESTIC PASSENGERS",DIBRUGARH,2017,March,26749,,,AUTO-ADDED
1327,"DOMESTIC PASSENGERS",JODHPUR,2017,March,35966,,,AUTO-ADDED
1328,"DOMESTIC PASSENGERS",RAJAHMUNDRY,2017,March,20523,,,AUTO-ADDED
1329,"DOMESTIC PASSENGERS",SILCHAR,2017,March,23258,,,AUTO-ADDED
1330,"DOMESTIC PASSENGERS",JUHU,2017,March,14986,,,AUTO-ADDED
1331,"DOMESTIC PASSENGERS",JABALPUR,2017,March,17960,,,AUTO-ADDED
1332,"DOMESTIC PASSENGERS",BHUJ,2017,March,14803,,,AUTO-ADDED
1333,"DOMESTIC PASSENGERS",BELGAUM,2017,March,8660,,,AUTO-ADDED
1334,"DOMESTIC PASSENGERS",DIMAPUR,2017,March,12742,,,AUTO-ADDED
1335,"DOMESTIC PASSENGERS",SURAT,2017,March,23367,,,AUTO-ADDED
1336,"DOMESTIC PASSENGERS",TUTICORIN,2017,March,10691,,,AUTO-ADDED
1337,"DOMESTIC PASSENGERS",JAMNAGAR,2017,March,5013,,,AUTO-ADDED
1338,"DOMESTIC PASSENGERS",GUGGAL,2017,March,8997,,,AUTO-ADDED
1339,"DOMESTIC PASSENGERS",KHAJURAHO,2017,March,7058,,,AUTO-ADDED
1340,"DOMESTIC PASSENGERS",ALLAHABAD,2017,March,3846,,,AUTO-ADDED
1341,"DOMESTIC PASSENGERS",JORHAT,2017,March,5638,,,AUTO-ADDED
1342,"DOMESTIC PASSENGERS",BHAVNAGAR,2017,March,2325,,,AUTO-ADDED
1343,"DOMESTIC PASSENGERS",HUBLI,2017,March,1524,,,AUTO-ADDED
1344,"DOMESTIC PASSENGERS",AGATTI,2017,March,2497,,,AUTO-ADDED
1345,"DOMESTIC PASSENGERS",BHUNTAR,2017,March,3183,,,AUTO-ADDED
1346,"DOMESTIC PASSENGERS",PORBANDAR,2017,March,919,,,AUTO-ADDED
1347,"DOMESTIC PASSENGERS",BARAPANI,2017,March,999,,,AUTO-ADDED
1348,"DOMESTIC PASSENGERS",GORKHPUR,2017,March,11143,,,AUTO-ADDED
1349,"DOMESTIC PASSENGERS",AGRA,2017,March,436,,,AUTO-ADDED
1350,"DOMESTIC PASSENGERS",GWALIOR,2017,March,1727,,,AUTO-ADDED
1351,"DOMESTIC PASSENGERS",PANTNAGAR,2017,March,1530,,,AUTO-ADDED
1352,"DOMESTIC PASSENGERS",LAKHIMPUR,2017,March,970,,,AUTO-ADDED
1353,"DOMESTIC PASSENGERS",PONDICHERRY,2017,March,0,,,AUTO-ADDED
1354,"DOMESTIC PASSENGERS",TEZPUR,2017,March,712,,,AUTO-ADDED
1355,"DOMESTIC PASSENGERS",CUDDAPAH,2017,March,4,,,AUTO-ADDED
1356,"DOMESTIC PASSENGERS",MYSORE,2017,March,5,,,AUTO-ADDED
1357,"DOMESTIC PASSENGERS",KANPUR,2017,March,948,,,AUTO-ADDED
1358,"DOMESTIC PASSENGERS",LENGPUI,2017,March,23734,,,AUTO-ADDED
1359,"DOMESTIC PASSENGERS",DIU,2017,March,1525,,,AUTO-ADDED
1360,"DOMESTIC PASSENGERS",DURGAPUR,2017,March,1415,,,AUTO-ADDED
1361,"DOMESTIC PASSENGERS",NANDED,2017,March,0,,,AUTO-ADDED
1362,"DOMESTIC PASSENGERS",MUNDRA,2017,March,0,,,AUTO-ADDED
2599,"INTERNATIONAL PASSENGERS","(D) 48 DOMESTIC AIRPORTS",2017,March,55,,,AUTO-ADDED
2600,"INTERNATIONAL PASSENGERS","(E) STATE GOVT. / PVT AIRPORTS",2017,March,0,,,AUTO-ADDED
2601,"INTERNATIONAL PASSENGERS","(F) OTHER AIRPORTS",2017,March,0,,,AUTO-ADDED
2611,"INTERNATIONAL PASSENGERS","(D) 48 DOMESTIC AIRPORTS",2017,JUNE,0,,,AUTO-ADDED
2612,"INTERNATIONAL PASSENGERS","(E) STATE GOVT. / PVT AIRPORTS",2017,JUNE,0,,,AUTO-ADDED
2613,"INTERNATIONAL PASSENGERS","(F) OTHER AIRPORTS",2017,JUNE,0,,,AUTO-ADDED
2441,"DOMESTIC PASSENGERS","OTHER AIRPORTS",2017,JUNE,12,,,AUTO-ADDED
1679,"INTERNATIONAL PASSENGERS",BANGALORE,2017,JUNE,290102,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
1680,"INTERNATIONAL PASSENGERS",HYDERABAD,2017,JUNE,287014,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
1681,"INTERNATIONAL PASSENGERS",COCHIN,2017,JUNE,395138,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
1682,"INTERNATIONAL PASSENGERS",NAGPUR,2017,JUNE,9948,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
1683,"INTERNATIONAL PASSENGERS",PUNE,2017,JUNE,19629,,,AUTO-ADDED
1684,"INTERNATIONAL PASSENGERS",VISAKHAPATNAM,2017,JUNE,9150,,,AUTO-ADDED
1685,"INTERNATIONAL PASSENGERS",PATNA,2017,JUNE,0,,,AUTO-ADDED
1686,"INTERNATIONAL PASSENGERS",CHANDIGARH,2017,JUNE,13401,IXC,VICG,"8 CUSTOM AIRPORTS"
1687,"INTERNATIONAL PASSENGERS",BAGDOGRA,2017,JUNE,3183,,,AUTO-ADDED
1688,"INTERNATIONAL PASSENGERS",MADURAI,2017,JUNE,23578,,,AUTO-ADDED
1689,"DOMESTIC PASSENGERS",BANGALORE,2017,JUNE,1757678,BLR,VOBL,"6 JV INTERNATIONAL AIRPORTS"
1690,"DOMESTIC PASSENGERS",HYDERABAD,2017,JUNE,1084587,HYD,VOHS,"6 JV INTERNATIONAL AIRPORTS"
1691,"DOMESTIC PASSENGERS",COCHIN,2017,JUNE,356887,COK,VOCI,"6 JV INTERNATIONAL AIRPORTS"
1692,"DOMESTIC PASSENGERS",NAGPUR,2017,JUNE,166272,NAG,VANP,"6 JV INTERNATIONAL AIRPORTS"
1693,"DOMESTIC PASSENGERS",PUNE,2017,JUNE,623947,,,AUTO-ADDED
1694,"DOMESTIC PASSENGERS",VISAKHAPATNAM,2017,JUNE,199826,,,AUTO-ADDED
1695,"DOMESTIC PASSENGERS",PATNA,2017,JUNE,235257,,,AUTO-ADDED
1696,"DOMESTIC PASSENGERS",CHANDIGARH,2017,JUNE,203293,IXC,VICG,"8 CUSTOM AIRPORTS"
1697,"DOMESTIC PASSENGERS",BAGDOGRA,2017,JUNE,197896,,,AUTO-ADDED
1698,"DOMESTIC PASSENGERS",MADURAI,2017,JUNE,84290,,,AUTO-ADDED
1699,"DOMESTIC PASSENGERS",INDORE,2017,JUNE,180888,,,AUTO-ADDED
1700,"DOMESTIC PASSENGERS",RAIPUR,2017,JUNE,106963,,,AUTO-ADDED
1701,"DOMESTIC PASSENGERS",AGARTALA,2017,JUNE,103408,,,AUTO-ADDED
1702,"DOMESTIC PASSENGERS",JAMMU,2017,JUNE,116914,,,AUTO-ADDED
1703,"DOMESTIC PASSENGERS",VADODARA,2017,JUNE,79997,,,AUTO-ADDED
1704,"DOMESTIC PASSENGERS",UDAIPUR,2017,JUNE,77427,,,AUTO-ADDED
1705,"DOMESTIC PASSENGERS",RANCHI,2017,JUNE,119448,,,AUTO-ADDED
1706,"DOMESTIC PASSENGERS",DEHRADUN,2017,JUNE,91904,,,AUTO-ADDED
1707,"DOMESTIC PASSENGERS",BHOPAL,2017,JUNE,56524,,,AUTO-ADDED
1708,"DOMESTIC PASSENGERS",VIJAYAWADA,2017,JUNE,52926,,,AUTO-ADDED
1709,"DOMESTIC PASSENGERS",LEH,2017,JUNE,90895,,,AUTO-ADDED
1710,"DOMESTIC PASSENGERS",TIRUPATI,2017,JUNE,42242,,,AUTO-ADDED
1711,"DOMESTIC PASSENGERS",RAJKOT,2017,JUNE,26764,,,AUTO-ADDED
1712,"DOMESTIC PASSENGERS",JODHPUR,2017,JUNE,32934,,,AUTO-ADDED
1713,"DOMESTIC PASSENGERS",DIBRUGARH,2017,JUNE,28349,,,AUTO-ADDED
1714,"DOMESTIC PASSENGERS",RAJAHMUNDRY,2017,JUNE,21408,,,AUTO-ADDED
1715,"DOMESTIC PASSENGERS",SILCHAR,2017,JUNE,25216,,,AUTO-ADDED
1716,"DOMESTIC PASSENGERS",SURAT,2017,JUNE,50625,,,AUTO-ADDED
1717,"DOMESTIC PASSENGERS",BHUJ,2017,JUNE,12583,,,AUTO-ADDED
1718,"DOMESTIC PASSENGERS",JUHU,2017,JUNE,13226,,,AUTO-ADDED
1719,"DOMESTIC PASSENGERS",JABALPUR,2017,JUNE,17743,,,AUTO-ADDED
1720,"DOMESTIC PASSENGERS",DIMAPUR,2017,JUNE,15159,,,AUTO-ADDED
1721,"DOMESTIC PASSENGERS",GUGGAL,2017,JUNE,12423,,,AUTO-ADDED
1722,"DOMESTIC PASSENGERS",TUTICORIN,2017,JUNE,7909,,,AUTO-ADDED
1723,"DOMESTIC PASSENGERS",BELGAUM,2017,JUNE,8551,,,AUTO-ADDED
1724,"DOMESTIC PASSENGERS",JAMNAGAR,2017,JUNE,5587,,,AUTO-ADDED
1725,"DOMESTIC PASSENGERS",KHAJURAHO,2017,JUNE,1135,,,AUTO-ADDED
1726,"DOMESTIC PASSENGERS",JORHAT,2017,JUNE,5791,,,AUTO-ADDED
1727,"DOMESTIC PASSENGERS",GORKHPUR,2017,JUNE,12066,,,AUTO-ADDED
1728,"DOMESTIC PASSENGERS",ALLAHABAD,2017,JUNE,3599,,,AUTO-ADDED
1729,"DOMESTIC PASSENGERS",AGATTI,2017,JUNE,2619,,,AUTO-ADDED
1730,"DOMESTIC PASSENGERS",HUBLI,2017,JUNE,2294,,,AUTO-ADDED
1731,"DOMESTIC PASSENGERS",BHUNTAR,2017,JUNE,2500,,,AUTO-ADDED
1732,"DOMESTIC PASSENGERS",BHAVNAGAR,2017,JUNE,2636,,,AUTO-ADDED
1733,"DOMESTIC PASSENGERS",DIU,2017,JUNE,1403,,,AUTO-ADDED
1734,"DOMESTIC PASSENGERS",GWALIOR,2017,JUNE,1986,,,AUTO-ADDED
1735,"DOMESTIC PASSENGERS",BARAPANI,2017,JUNE,1074,,,AUTO-ADDED
1736,"DOMESTIC PASSENGERS",PANTNAGAR,2017,JUNE,1575,,,AUTO-ADDED
1737,"DOMESTIC PASSENGERS",LAKHIMPUR,2017,JUNE,961,,,AUTO-ADDED
1738,"DOMESTIC PASSENGERS",AGRA,2017,JUNE,278,,,AUTO-ADDED
1739,"DOMESTIC PASSENGERS",TEZPUR,2017,JUNE,663,,,AUTO-ADDED
1740,"DOMESTIC PASSENGERS",BHATINDA,2017,JUNE,1302,,,AUTO-ADDED
1741,"DOMESTIC PASSENGERS",PORBANDAR,2017,JUNE,441,,,AUTO-ADDED
1742,"DOMESTIC PASSENGERS",KANPUR,2017,JUNE,0,,,AUTO-ADDED
1743,"DOMESTIC PASSENGERS",CUDDAPAH,2017,JUNE,2483,,,AUTO-ADDED
1744,"DOMESTIC PASSENGERS",BIKANER,2017,JUNE,177,,,AUTO-ADDED
1745,"DOMESTIC PASSENGERS",JAISALMER,2017,JUNE,0,,,AUTO-ADDED
1746,"DOMESTIC PASSENGERS",LUDHIANA,2017,JUNE,10,,,AUTO-ADDED
1747,"DOMESTIC PASSENGERS",KOLHAPUR,2017,JUNE,0,,,AUTO-ADDED
1748,"DOMESTIC PASSENGERS",SHIMLA,2017,JUNE,853,,,AUTO-ADDED
1749,"DOMESTIC PASSENGERS",LENGPUI,2017,JUNE,25040,,,AUTO-ADDED
1750,"DOMESTIC PASSENGERS",DURGAPUR,2017,JUNE,1443,,,AUTO-ADDED
1751,"DOMESTIC PASSENGERS",NANDED,2017,JUNE,1940,,,AUTO-ADDED
1752,"DOMESTIC PASSENGERS",MUNDRA,2017,JUNE,0,,,AUTO-ADDED
67,"INTERNATIONAL PASSENGERS",CHENNAI,2017,JUNE,452055,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
68,"INTERNATIONAL PASSENGERS",KOLKATA,2017,JUNE,200130,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
69,"INTERNATIONAL PASSENGERS",AHMEDABAD,2017,JUNE,135723,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
70,"INTERNATIONAL PASSENGERS",GOA,2017,JUNE,21794,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
71,"INTERNATIONAL PASSENGERS",LUCKNOW,2017,JUNE,55906,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
72,"INTERNATIONAL PASSENGERS",TRIVANDRUM,2017,JUNE,183129,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
73,"INTERNATIONAL PASSENGERS",GUWAHATI,2017,JUNE,1786,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
74,"INTERNATIONAL PASSENGERS",JAIPUR,2017,JUNE,38055,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
75,"INTERNATIONAL PASSENGERS",CALICUT,2017,JUNE,189653,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
76,"INTERNATIONAL PASSENGERS",BHUBANESWAR,2017,JUNE,7286,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
77,"INTERNATIONAL PASSENGERS",COIMBATORE,2017,JUNE,12502,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
78,"INTERNATIONAL PASSENGERS",SRINAGAR,2017,JUNE,0,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
79,"INTERNATIONAL PASSENGERS",VARANASI,2017,JUNE,8134,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
80,"INTERNATIONAL PASSENGERS",MANGALORE,2017,JUNE,55071,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
81,"INTERNATIONAL PASSENGERS",AMRITSAR,2017,JUNE,47574,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
82,"INTERNATIONAL PASSENGERS",TRICHY,2017,JUNE,121807,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
83,"INTERNATIONAL PASSENGERS",PORTBLAIR,2017,JUNE,0,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
84,"INTERNATIONAL PASSENGERS",IMPHAL,2017,JUNE,0,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
85,"INTERNATIONAL PASSENGERS","DELHI (DIAL)",2017,JUNE,1368068,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
86,"INTERNATIONAL PASSENGERS","MUMBAI (MIAL)",2017,JUNE,1078723,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
87,"INTERNATIONAL PASSENGERS",AURANGABAD,2017,JUNE,0,IXU,VAAU,"8 CUSTOM AIRPORTS"
88,"INTERNATIONAL PASSENGERS",GAYA,2017,JUNE,344,GAY,VEGY,"8 CUSTOM AIRPORTS"
89,"DOMESTIC PASSENGERS",CHENNAI,2017,JUNE,1155771,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
90,"DOMESTIC PASSENGERS",KOLKATA,2017,JUNE,1314802,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
91,"DOMESTIC PASSENGERS",AHMEDABAD,2017,JUNE,550456,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
92,"DOMESTIC PASSENGERS",GOA,2017,JUNE,539589,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
93,"DOMESTIC PASSENGERS",LUCKNOW,2017,JUNE,303019,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
94,"DOMESTIC PASSENGERS",TRIVANDRUM,2017,JUNE,150578,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
95,"DOMESTIC PASSENGERS",GUWAHATI,2017,JUNE,364474,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
96,"DOMESTIC PASSENGERS",JAIPUR,2017,JUNE,290603,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
97,"DOMESTIC PASSENGERS",CALICUT,2017,JUNE,36805,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
98,"DOMESTIC PASSENGERS",BHUBANESWAR,2017,JUNE,217628,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
99,"DOMESTIC PASSENGERS",COIMBATORE,2017,JUNE,174642,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
100,"DOMESTIC PASSENGERS",SRINAGAR,2017,JUNE,211987,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
101,"DOMESTIC PASSENGERS",VARANASI,2017,JUNE,144180,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
102,"DOMESTIC PASSENGERS",MANGALORE,2017,JUNE,111599,IXE,VOML,"18 INTERNATIONAL AIRPORTS"
103,"DOMESTIC PASSENGERS",AMRITSAR,2017,JUNE,115030,ATQ,VIAR,"18 INTERNATIONAL AIRPORTS"
104,"DOMESTIC PASSENGERS",TRICHY,2017,JUNE,9974,TRZ,VOTR,"18 INTERNATIONAL AIRPORTS"
105,"DOMESTIC PASSENGERS",PORTBLAIR,2017,JUNE,109584,IXZ,VOPB,"18 INTERNATIONAL AIRPORTS"
106,"DOMESTIC PASSENGERS",IMPHAL,2017,JUNE,80289,IMF,VEIM,"18 INTERNATIONAL AIRPORTS"
107,"DOMESTIC PASSENGERS","DELHI (DIAL)",2017,JUNE,3882652,DEL,VIDP,"6 JV INTERNATIONAL AIRPORTS"
108,"DOMESTIC PASSENGERS","MUMBAI (MIAL)",2017,JUNE,2744459,BOM,VABB,"6 JV INTERNATIONAL AIRPORTS"
109,"DOMESTIC PASSENGERS",AURANGABAD,2017,JUNE,25232,IXU,VAAU,"8 CUSTOM AIRPORTS"
110,"DOMESTIC PASSENGERS",GAYA,2017,JUNE,3591,GAY,VEGY,"8 CUSTOM AIRPORTS"
133,"INTERNATIONAL PASSENGERS",CHENNAI,2017,JULY,461503,MAA,VOMM,"18 INTERNATIONAL AIRPORTS"
134,"INTERNATIONAL PASSENGERS",KOLKATA,2017,JULY,204982,CCU,VECC,"18 INTERNATIONAL AIRPORTS"
135,"INTERNATIONAL PASSENGERS",AHMEDABAD,2017,JULY,132591,AMD,VAAH,"18 INTERNATIONAL AIRPORTS"
136,"INTERNATIONAL PASSENGERS",GOA,2017,JULY,24543,GOI,VOGO,"18 INTERNATIONAL AIRPORTS"
137,"INTERNATIONAL PASSENGERS",LUCKNOW,2017,JULY,60265,LKO,VILK,"18 INTERNATIONAL AIRPORTS"
138,"INTERNATIONAL PASSENGERS",TRIVANDRUM,2017,JULY,215905,TRV,VOTV,"18 INTERNATIONAL AIRPORTS"
139,"INTERNATIONAL PASSENGERS",GUWAHATI,2017,JULY,6564,GAU,VEGT,"18 INTERNATIONAL AIRPORTS"
140,"INTERNATIONAL PASSENGERS",JAIPUR,2017,JULY,37033,JAI,VIJP,"18 INTERNATIONAL AIRPORTS"
141,"INTERNATIONAL PASSENGERS",CALICUT,2017,JULY,229928,CCJ,VOCL,"18 INTERNATIONAL AIRPORTS"
142,"INTERNATIONAL PASSENGERS",BHUBANESWAR,2017,JULY,6228,BBI,VEBS,"18 INTERNATIONAL AIRPORTS"
143,"INTERNATIONAL PASSENGERS",COIMBATORE,2017,JULY,13959,CJB,VOCB,"18 INTERNATIONAL AIRPORTS"
144,"INTERNATIONAL PASSENGERS",SRINAGAR,2017,JULY,5873,SXR,VISR,"18 INTERNATIONAL AIRPORTS"
145,"INTERNATIONAL PASSENGERS",VARANASI,2017,JULY,10336,VNS,VIBN,"18 INTERNATIONAL AIRPORTS"
